file,MSE,MAE
ETTh1_192_96.log,0.386797696352005,0.4034290313720703
ETTh1_192_192.log,0.4332469701766968,0.4293115437030792
ETTh1_192_336.log,0.4577927589416504,0.44048404693603516
ETTh1_192_720.log,0.4584311246871948,0.4646819531917572
ETTh2_192_96.log,0.2852700352668762,0.3406858742237091
ETTh2_192_192.log,0.3577480912208557,0.38787809014320374
ETTh2_192_336.log,0.38690441846847534,0.41462087631225586
ETTh2_192_720.log,0.40595462918281555,0.434702605009079
ETTm1_192_96.log,0.2961054742336273,0.34165340662002563
ETTm1_192_192.log,0.33167320489883423,0.3679392337799072
ETTm1_192_336.log,0.3647977411746979,0.3887391686439514
ETTm1_192_720.log,0.4240395128726959,0.42601916193962097
ETTm2_192_96.log,0.16850537061691284,0.25378552079200745
ETTm2_192_192.log,0.22802607715129852,0.29404497146606445
ETTm2_192_336.log,0.28806549310684204,0.33261561393737793
ETTm2_192_720.log,0.38036635518074036,0.3869023025035858
weather_192_96.log,0.15630921721458435,0.20053234696388245
weather_192_192.log,0.20056341588497162,0.2416648417711258
weather_192_336.log,0.2575114369392395,0.2847001850605011
weather_192_720.log,0.3330555260181427,0.33676931262016296
Electricity_192_96.log,0.13508684933185577,0.22722022235393524
Electricity_192_192.log,0.1515347808599472,0.2427971363067627
Electricity_192_336.log,0.16862522065639496,0.2610642611980438
Electricity_192_720.log,0.20649050176143646,0.29480695724487305
traffic_192_96.log,0.38278380036354065,0.2552932798862457
traffic_192_192.log,0.40128013491630554,0.26271432638168335
traffic_192_336.log,0.4149421453475952,0.2702953517436981
traffic_192_720.log,0.44654011726379395,0.2886081039905548
