file,MSE,MAE
ETTh1_720_96.log,0.3888687193393707,0.4213098883628845
ETTh1_720_192.log,0.4244143068790436,0.4462670087814331
ETTh1_720_336.log,0.4561786353588104,0.4687454402446747
ETTh1_720_720.log,0.5448005199432373,0.532134473323822
ETTh2_720_96.log,0.30547845363616943,0.3607347011566162
ETTh2_720_192.log,0.4047911763191223,0.4211849570274353
ETTh2_720_336.log,0.4113486707210541,0.43609505891799927
ETTh2_720_720.log,0.44758957624435425,0.47018930315971375
ETTm1_720_96.log,0.3154456913471222,0.3689032196998596
ETTm1_720_192.log,0.349404513835907,0.388352632522583
ETTm1_720_336.log,0.38064953684806824,0.40946027636528015
ETTm1_720_720.log,0.4370209276676178,0.43914297223091125
ETTm2_720_96.log,0.17918768525123596,0.27391356229782104
ETTm2_720_192.log,0.238768070936203,0.3135189712047577
ETTm2_720_336.log,0.3092583119869232,0.3561537265777588
ETTm2_720_720.log,0.38659071922302246,0.4070160686969757
Weather_720_96.log,0.15926192700862885,0.2119699865579605
Weather_720_192.log,0.20285992324352264,0.25173476338386536
Weather_720_336.log,0.25299596786499023,0.290713369846344
Weather_720_720.log,0.3167354464530945,0.3374362587928772
Electricity_720_96.log,0.13514535129070282,0.2332456260919571
Electricity_720_192.log,0.15520192682743073,0.2526713013648987
Electricity_720_336.log,0.16940249502658844,0.26734301447868347
Electricity_720_720.log,0.20388714969158173,0.3006281852722168
Traffic_720_96.log,0.3739817440509796,0.27322128415107727
Traffic_720_192.log,0.3927482068538666,0.2827509343624115
Traffic_720_336.log,0.40946123003959656,0.29186496138572693
Traffic_720_720.log,0.4496792256832123,0.31372442841529846
