file,MSE,MAE
Etth1_192_96.log,0.38746023178100586,0.4224986433982849
Etth1_192_192.log,0.42266595363616943,0.4462904930114746
Etth1_192_336.log,0.4483463168144226,0.4654192626476288
Etth1_192_720.log,0.466816782951355,0.48949331045150757
Etth2_192_96.log,0.3958895802497864,0.42198291420936584
Etth2_192_192.log,0.44043946266174316,0.4589735269546509
Etth2_192_336.log,0.4772496521472931,0.4847889840602875
Etth2_192_720.log,0.49550050497055054,0.4984026849269867
Ettm1_192_96.log,0.33744919300079346,0.39699575304985046
Ettm1_192_192.log,0.3705945312976837,0.4126472473144531
Ettm1_192_336.log,0.39052441716194153,0.4245508909225464
Ettm1_192_720.log,0.4493655860424042,0.4608607590198517
Ettm2_192_96.log,0.2282089740037918,0.3130342364311218
Ettm2_192_192.log,0.28751975297927856,0.3455601632595062
Ettm2_192_336.log,0.33365970849990845,0.374436616897583
Ettm2_192_720.log,0.4124966859817505,0.4210702180862427
weather_192_96.log,0.2487996518611908,0.3245704174041748
weather_192_192.log,0.2734126150608063,0.3294367492198944
weather_192_336.log,0.3400626480579376,0.3777434825897217
weather_192_720.log,0.3952886164188385,0.4146297872066498
electricity_192_96.log,0.1868421733379364,0.3022807836532593
electricity_192_192.log,0.20546746253967285,0.3210570812225342
electricity_192_336.log,0.271456241607666,0.3832096457481384
electricity_192_720.log,0.24580520391464233,0.35736650228500366
traffic_192_96.log,0.5907203555107117,0.3707210123538971
traffic_192_192.log,0.6334524750709534,0.3989256024360657
traffic_192_336.log,0.6314980387687683,0.3926791846752167
traffic_192_720.log,0.615784764289856,0.3712610900402069
