file,MSE,MAE
Etth1_96_96.log,0.37259870767593384,0.412455290555954
Etth1_96_192.log,0.42256811261177063,0.4446803629398346
Etth1_96_336.log,0.45298391580581665,0.46412813663482666
Etth1_96_720.log,0.4763810932636261,0.49132049083709717
Etth2_96_96.log,0.345021516084671,0.3872183561325073
Etth2_96_192.log,0.4356326460838318,0.4415217339992523
Etth2_96_336.log,0.5077516436576843,0.49637293815612793
Etth2_96_720.log,0.47846075892448425,0.48803436756134033
Ettm1_96_96.log,0.37342968583106995,0.4204392731189728
Ettm1_96_192.log,0.40736332535743713,0.4335741698741913
Ettm1_96_336.log,0.4471215307712555,0.45973676443099976
Ettm1_96_720.log,0.5078328251838684,0.4882704019546509
Ettm2_96_96.log,0.18889063596725464,0.28237631916999817
Ettm2_96_192.log,0.2575501501560211,0.3248176872730255
Ettm2_96_336.log,0.3273009657859802,0.36463987827301025
Ettm2_96_720.log,0.4349154531955719,0.42522042989730835
weather_96_96.log,0.242640882730484,0.3255162239074707
weather_96_192.log,0.2798302173614502,0.3414899408817291
weather_96_336.log,0.37016230821609497,0.4092070758342743
weather_96_720.log,0.40293627977371216,0.4188099801540375
electricity_96_96.log,0.18728679418563843,0.30185049772262573
electricity_96_192.log,0.19555158913135529,0.30897828936576843
electricity_96_336.log,0.21267272531986237,0.3259769082069397
electricity_96_720.log,0.2400170862674713,0.34954193234443665
traffic_96_96.log,0.5750861167907715,0.35788750648498535
traffic_96_192.log,0.6101479530334473,0.38015347719192505
traffic_96_336.log,0.6207612156867981,0.3811418116092682
traffic_96_720.log,0.6315000653266907,0.38449886441230774
