file,MSE,MAE
Etth1_720_96.log,0.5545794367790222,0.5580394268035889
Etth1_720_192.log,0.5985574722290039,0.5751795172691345
Etth1_720_336.log,0.8532310128211975,0.7015281319618225
Etth1_720_720.log,0.8986514210700989,0.729839026927948
Etth2_720_96.log,0.5412187576293945,0.558994710445404
Etth2_720_192.log,1.207102656364441,0.8660138249397278
Etth2_720_336.log,0.8254102468490601,0.7187609672546387
Etth2_720_720.log,1.7718244791030884,1.0616519451141357
Ettm1_720_96.log,0.45531246066093445,0.46449628472328186
Ettm1_720_192.log,0.5618041753768921,0.5141269564628601
Ettm1_720_336.log,0.7371770143508911,0.6081652641296387
Ettm1_720_720.log,0.5029070973396301,0.5022485256195068
Ettm2_720_96.log,0.3249496817588806,0.39088791608810425
Ettm2_720_192.log,0.36894291639328003,0.41359350085258484
Ettm2_720_336.log,0.41839030385017395,0.45242950320243835
Ettm2_720_720.log,0.6123125553131104,0.5938910841941833
weather_720_96.log,0.3232167363166809,0.3894787132740021
weather_720_192.log,0.3893243968486786,0.4232572019100189
weather_720_336.log,0.4967198669910431,0.49513107538223267
weather_720_720.log,0.5734267830848694,0.5197122693061829
electricity_720_96.log,0.22508761286735535,0.3343244194984436
electricity_720_192.log,0.2226487547159195,0.33174192905426025
electricity_720_336.log,0.23282983899116516,0.3410130441188812
electricity_720_720.log,0.26085659861564636,0.36371952295303345
traffic_720_96.log,0.6681532859802246,0.4013966917991638
traffic_720_192.log,0.7034534811973572,0.43929144740104675
traffic_720_336.log,0.6660783886909485,0.4206238389015198
traffic_720_720.log,0.696630597114563,0.42371702194213867
