file,MSE,MAE
Etth1_96_96.log,0.4431578814983368,0.45257216691970825
Etth1_96_192.log,0.4480184018611908,0.45280852913856506
Etth1_96_336.log,0.5138559341430664,0.49148085713386536
Etth1_96_720.log,0.5051820278167725,0.5056740641593933
Etth2_96_96.log,0.39408358931541443,0.4178629219532013
Etth2_96_192.log,0.4437735676765442,0.44372642040252686
Etth2_96_336.log,0.47230634093284607,0.47775402665138245
Etth2_96_720.log,0.48792731761932373,0.4923190176486969
Ettm1_96_96.log,0.5162729620933533,0.48364320397377014
Ettm1_96_192.log,0.5452747941017151,0.4981429874897003
Ettm1_96_336.log,0.6552979350090027,0.5436221361160278
Ettm1_96_720.log,0.7064242959022522,0.5727761387825012
Ettm2_96_96.log,0.2679499089717865,0.32899680733680725
Ettm2_96_192.log,0.2737712860107422,0.33185890316963196
Ettm2_96_336.log,0.332561731338501,0.3669213652610779
Ettm2_96_720.log,0.45790860056877136,0.43979084491729736
weather_96_96.log,0.2939118444919586,0.35978785157203674
weather_96_192.log,0.28874194622039795,0.3484165370464325
weather_96_336.log,0.36279910802841187,0.4025634527206421
weather_96_720.log,0.4257337152957916,0.4298190772533417
electricity_96_96.log,0.20196932554244995,0.31662875413894653
electricity_96_192.log,0.2236442118883133,0.3331366777420044
electricity_96_336.log,0.2312646508216858,0.3364627957344055
electricity_96_720.log,0.2917175889015198,0.3895317316055298
traffic_96_96.log,0.654732346534729,0.4232802987098694
traffic_96_192.log,0.622491717338562,0.38376790285110474
traffic_96_336.log,0.6188846826553345,0.3813995122909546
traffic_96_720.log,0.6959682106971741,0.42856481671333313
