file,MSE,MAE
Etth1_336_96.log,0.9905115365982056,0.7660559415817261
Etth1_336_192.log,1.2096590995788574,0.8759302496910095
Etth1_336_336.log,1.1489039659500122,0.8218821287155151
Etth1_336_720.log,1.267475962638855,0.9053236246109009
Etth2_336_96.log,3.8881163597106934,1.5609663724899292
Etth2_336_192.log,3.9737255573272705,1.5832767486572266
Etth2_336_336.log,3.1328623294830322,1.4032303094863892
Etth2_336_720.log,3.0166990756988525,1.478792667388916
Ettm1_336_96.log,0.7624967694282532,0.6554112434387207
Ettm1_336_192.log,1.1504478454589844,0.8401135802268982
Ettm1_336_336.log,1.5238571166992188,0.9877640604972839
Ettm1_336_720.log,1.1764514446258545,0.8372143507003784
Ettm2_336_96.log,1.31146240234375,0.8813587427139282
Ettm2_336_192.log,1.854997992515564,1.0507197380065918
Ettm2_336_336.log,2.581036329269409,1.2980939149856567
Ettm2_336_720.log,5.427362442016602,1.8674815893173218
weather_336_96.log,0.28359511494636536,0.33856886625289917
weather_336_192.log,0.4879715144634247,0.47299835085868835
weather_336_336.log,0.6225979924201965,0.556291937828064
weather_336_720.log,1.136332631111145,0.7675790786743164
electricity_336_96.log,0.3549068868160248,0.4384264349937439
electricity_336_192.log,0.37143516540527344,0.44736745953559875
electricity_336_336.log,0.38375046849250793,0.45574864745140076
electricity_336_720.log,0.4137613773345947,0.4717896580696106
traffic_336_96.log,0.7663842439651489,0.4341965317726135
traffic_336_192.log,0.8086402416229248,0.4607560634613037
traffic_336_336.log,0.8714671730995178,0.4961426556110382
traffic_336_720.log,1.0593290328979492,0.6045143008232117
