file,MSE,MAE
Etth1_336_96.log,0.3982354998588562,0.4176188111305237
Etth1_336_192.log,0.4318159520626068,0.4379194378852844
Etth1_336_336.log,0.45830613374710083,0.45843732357025146
Etth1_336_720.log,0.5045841336250305,0.5157144665718079
Etth2_336_96.log,0.32815441489219666,0.38611942529678345
Etth2_336_192.log,0.42047929763793945,0.4433693289756775
Etth2_336_336.log,0.5054559111595154,0.49538928270339966
Etth2_336_720.log,0.7778247594833374,0.6277464032173157
Ettm1_336_96.log,0.30317991971969604,0.34692081809043884
Ettm1_336_192.log,0.3377637565135956,0.3683817386627197
Ettm1_336_336.log,0.3727914094924927,0.38923147320747375
Ettm1_336_720.log,0.4280245900154114,0.42365792393684387
Ettm2_336_96.log,0.17293302714824677,0.2694590091705322
Ettm2_336_192.log,0.2378568798303604,0.320041298866272
Ettm2_336_336.log,0.3159896731376648,0.3751758933067322
Ettm2_336_720.log,0.46018096804618835,0.4649907350540161
weather_336_96.log,0.17556056380271912,0.2361902892589569
weather_336_192.log,0.21806354820728302,0.27756837010383606
weather_336_336.log,0.26311102509498596,0.31405287981033325
weather_336_720.log,0.32485371828079224,0.36299917101860046
electricity_336_96.log,0.1561511904001236,0.2604970335960388
electricity_336_192.log,0.1698760986328125,0.2731160819530487
electricity_336_336.log,0.18540559709072113,0.2893422842025757
electricity_336_720.log,0.219757542014122,0.320558100938797
traffic_336_96.log,0.4690619707107544,0.3499029278755188
traffic_336_192.log,0.482543021440506,0.3560999631881714
traffic_336_336.log,0.4966736137866974,0.36286023259162903
traffic_336_720.log,0.5259713530540466,0.3779219090938568
