file,MSE,MAE
Etth1_336_96.log,0.4828082025051117,0.47922399640083313
Etth1_336_192.log,0.48811233043670654,0.4893399178981781
Etth1_336_336.log,0.5238181948661804,0.5138648748397827
Etth1_336_720.log,0.6054015755653381,0.5900203585624695
Etth2_336_96.log,0.49387142062187195,0.5056902170181274
Etth2_336_192.log,0.492363303899765,0.5231698155403137
Etth2_336_336.log,0.9391076564788818,0.711239218711853
Etth2_336_720.log,0.7901802659034729,0.6637292504310608
Ettm1_336_96.log,0.6009625792503357,0.5301957726478577
Ettm1_336_192.log,0.5683552622795105,0.5099657773971558
Ettm1_336_336.log,0.5508759617805481,0.5075877904891968
Ettm1_336_720.log,0.5195863842964172,0.50681471824646
Ettm2_336_96.log,0.3209400177001953,0.38416698575019836
Ettm2_336_192.log,0.33500415086746216,0.39760053157806396
Ettm2_336_336.log,0.4681629240512848,0.4798968434333801
Ettm2_336_720.log,0.43675878643989563,0.45143425464630127
weather_336_96.log,0.31024396419525146,0.38450032472610474
weather_336_192.log,0.37126272916793823,0.42444315552711487
weather_336_336.log,0.3896355926990509,0.42462846636772156
weather_336_720.log,0.5315180420875549,0.4994412660598755
electricity_336_96.log,0.19943758845329285,0.31295549869537354
electricity_336_192.log,0.2068161815404892,0.3184114098548889
electricity_336_336.log,0.22268080711364746,0.33381524682044983
electricity_336_720.log,0.24409684538841248,0.3514265716075897
traffic_336_96.log,0.6622504591941833,0.4059584140777588
traffic_336_192.log,0.6320162415504456,0.3889733850955963
traffic_336_336.log,0.6535664200782776,0.4015613794326782
traffic_336_720.log,0.6578993797302246,0.4058835804462433
