file,MSE,MAE
ETTh1_720_96.log,0.4373173713684082,0.4540330767631531
ETTh1_720_192.log,0.4557183086872101,0.4688541889190674
ETTh1_720_336.log,0.4942317306995392,0.4936218559741974
ETTh1_720_720.log,0.6319372653961182,0.5776028037071228
ETTh2_720_96.log,0.3493320047855377,0.40282922983169556
ETTh2_720_192.log,0.4997701048851013,0.4881007671356201
ETTh2_720_336.log,0.445269912481308,0.4647119641304016
ETTh2_720_720.log,0.4377906024456024,0.4652847945690155
ETTm1_720_96.log,0.3589320778846741,0.39088863134384155
ETTm1_720_192.log,0.3682388663291931,0.39845573902130127
ETTm1_720_336.log,0.429101824760437,0.43775638937950134
ETTm1_720_720.log,0.4770708680152893,0.4744085371494293
ETTm2_720_96.log,0.19985370337963104,0.28762829303741455
ETTm2_720_192.log,0.27413663268089294,0.3371597230434418
ETTm2_720_336.log,0.33955633640289307,0.3817489743232727
ETTm2_720_720.log,0.38380661606788635,0.4071734845638275
weather_720_96.log,0.17553600668907166,0.23427079617977142
weather_720_192.log,0.2193952053785324,0.27000176906585693
weather_720_336.log,0.2765801250934601,0.31127414107322693
weather_720_720.log,0.344133585691452,0.3562716543674469
Electricity_720_96.log,0.20187585055828094,0.30810821056365967
Electricity_720_192.log,0.21812079846858978,0.32216185331344604
Electricity_720_336.log,0.2316398173570633,0.3315146267414093
Electricity_720_720.log,0.29916030168533325,0.3751036822795868
traffic_720_96.log,0.6049427390098572,0.32503843307495117
traffic_720_192.log,0.626521646976471,0.3404705822467804
traffic_720_336.log,0.6312210559844971,0.34929394721984863
traffic_720_720.log,0.6996073722839355,0.37086403369903564
