file,MSE,MAE
ETTh1_336_96.log,0.3757632374763489,0.3968430161476135
ETTh1_336_192.log,0.4068075716495514,0.41419434547424316
ETTh1_336_336.log,0.4298933744430542,0.4283643662929535
ETTh1_336_720.log,0.43583101987838745,0.4534346766471863
ETTh2_336_96.log,0.27428004145622253,0.33717039227485657
ETTh2_336_192.log,0.3351394534111023,0.3757368326187134
ETTh2_336_336.log,0.3587808907032013,0.3968431055545807
ETTh2_336_720.log,0.38589176535606384,0.4229590892791748
ETTm1_336_96.log,0.30259355902671814,0.34472107887268066
ETTm1_336_192.log,0.33801695704460144,0.36570486426353455
ETTm1_336_336.log,0.3719773292541504,0.38475778698921204
ETTm1_336_720.log,0.4276452660560608,0.41641098260879517
ETTm2_336_96.log,0.16507738828659058,0.2542487382888794
ETTm2_336_192.log,0.2202087938785553,0.2913283109664917
ETTm2_336_336.log,0.27352821826934814,0.3262827694416046
ETTm2_336_720.log,0.3673650026321411,0.38263002038002014
weather_336_96.log,0.17603828012943268,0.22778865694999695
weather_336_192.log,0.21895022690296173,0.2623574435710907
weather_336_336.log,0.2668679356575012,0.29714521765708923
weather_336_720.log,0.33409982919692993,0.3432622253894806
electricity_336_96.log,0.14287960529327393,0.24031008780002594
electricity_336_192.log,0.15666106343269348,0.25182920694351196
electricity_336_336.log,0.17300939559936523,0.26800408959388733
electricity_336_720.log,0.21125781536102295,0.29941821098327637
traffic_336_96.log,0.4116695523262024,0.2820005416870117
traffic_336_192.log,0.42438384890556335,0.28556936979293823
traffic_336_336.log,0.4365481734275818,0.29141855239868164
traffic_336_720.log,0.4647239148616791,0.30777353048324585
